id,text
147,OHH JADI SEKARANG BERUBAH JADI KONTEN KREATOR KASIH UANG KARENA DULU BANYAK YANG HUJAT NGE PRANK NGE PRANK YA 😂
148,"yaelah lagi² netijen otak dangkal, kenapa komen nya jadi hate komen cuma gara² video nya ke cut😢, bro² yg komen, apa salah nya si kita positif thinking dulu, lagian kita pikirannya negatif, tapi belum tau ending/aslinya gimana, sama aja dosa kan?, kaya ga pernah liat konten prank aja njir, paling dia di off cam klarifikasi, minta maaf, yakali ditinggal, haduh netijen²"
149,Ga lucu Sik .menurut saya itu bahaya .untung ga yang sakau yang Kena setrum .kalo nanya ke saya .kalo pulpennya kayak gitu .saya ajak ribut.bahaya itu bang ga baik .kan kasian
150,Kamu nanya kamu bertanya tanya rambut ku model apa? Sini aku kasih tau ya model rambut ku itu babi guling 😂😂😂😂😂😂🤣🤣🥲
151,Kamu nanya Kamu bertanya tanya nama rambut model aku ini apa.?? Sekita saya ngelag cok😂😂
152,"Filter cepmek wuanjaaay...
Skill kamu nanya😂😂😂"
153,"Ini Perasaan Aku Saja Atau Apa Tapi Kok Perasaan Gua Ini Perfect Loop
Saat Mengulang 3 Kali Gua Barus Sadar Jika Dari Tadi Ngulang Ulang 🗿"
154,"Cepmek come back dengan kekuatan power ""kAMu nAnyAK"" baru🥶🥶🥶🥶🥶"
155,Gara gara ni orang gua ada tamu ke rumah pas ngomong gua tanya ada perlu apa..eh mlah jawab kmu nanya...asem dah replek dah puntung roko kna muka dia...😂😂😂😂
156,Kaya yg iyah naek motor pas star nyium aspal.cuuaaaaakkkksssss 🤣🤣🤣
157,Minimal lu berkaca dulu dih BADUT 🤡🤡🤡🤡🤡 oh BADUT 🤡🤡🤡🤡 CUAKZZZZZZZ 😂😂😂
158,"Saya anak millennial,  sandwich Gen.. 
Tamat sekolah SMA.. org tua berhenti kerja, abang masi kuliah,  adek naik ke SMA 
Saya harus kerja buat mereka, dgn gaji UMR biayai sekolah adek & sisa nya saya buat warung kecil2an di rmh buat org tua klo abis cepat2 pergi bli lg krn modal terbatas, tapi syukur nya usaha warung itu makin lama makin maju & Saya tinggal selesaikan sekolah adek ampe D3"
159,"36.30
Tuk ortuKu sih Toxic Level akut. 
Sdh mulai meminta saat pertama q dpat job, bahkan saat q sekolah kerja sampingan ituPun. 
BukaNya mreka masih muda saat itu, kenapa Tdk Merasa bersalah tdk mampu memberikan kehidupan yg layak ke anakNya. 
Jika anak bisa menghidupi dirinya sendiri kenapa kau datang dan paksa anak tuk setor semua gaji ke kalian. 
I'm ready to Yatim Piatu for sure. Aamiin"
160,"Di menit 15 saya gak setuju banget, jualan saham indomaret ini nama nya. Kalau invesment tepat nya kita yang punya toko nya yang operatori karyawan kita. Beli saham high risk bgt"
161,"klo sbg gen z sandwich generation, hemat untuk kebutuhan diri sih ga masalah, tpi klo menghidupin keluarga n ortu yg suka belanja ini itu, yaaa susah juga...."
162,"Saya milenial, sandwich gen.. Gapernah merasa kekurangan, have no financial issue. Punya rumah, mobil & usaha yang stabil. My days are always amazing."
163,"Bang gak ngerti aku masi kelas 7 bisa di sederhana kata kata nya? 
Supaya ya bisa paham lebih mendalam"
164,"Gua sebenarnya selalu nyimak vidio mas agus ini, tapi memang nol aksi jadi ga jadi apa2, diawal aja udah fire banget njir🔥"
165,"Saya memlih pensiun diumur 27 Tahun baru bekerja disalah satu sekolah swasta selama 2,5 tahun belum ada tabangun sama sekali malahan saya mines 20an juta karena mencoba berbisini dan gagal tapi allhamdulilah dapat Side job yang gajinya bisa 2-3 x lebih besar dari gaji kerjaan tetap kerja dari rumah ternyata se enak itu Tidak ada Stress dari tekanan  kerja yang sebelumnya yang mana masuk dari senin sampai sabtu waktu istirhat hanya dipakai untuk mencuci pakaian. Lega rasanya dengan keputusan yang saya ambil"
166,"Somehow aku uda nerapin ""hari ini gajian tapi hr ini jg rekening langsung nipis krn uda msk ke saving/invest"" jd pasti hemat dgn sendirinya. Alhamdulilah 3 thn ud tercapai 3 digit pertama. G peduli pace cepetnya org, fokus ke track kita aja"
167,"Hal diatas sangat bagus banget, siapa yang gk mau punya wellbeing mnjdi seorang financial freedom. but if tour condition not worth to began this, ya kembali lagi ke kondisi maisng2 terlepas menjadi seroang sandwich generation when you have a lot of lil of sis, and kamu harus nanggung itu smua mnurut gw itu bakalan lama untuk bisa seatle cause u have responbility to avoid your family. keep on fire sandwich generation."
168,"financial freedom lewat jalur guru asn dong aamiin 😭😭😭🙏, tp ngejer jadi gurunya dulu niih 😭😭"
169,"Menurut gua:
Sebenarnya sebagian besar UMKM mati atau stagnan, btw teorinya bisnis yg stagnan itu bisnis yg mati.
Bukan karena salah zaman, salah rute dll.

Tapu sesimpel kita itu ga diajari ngitung, ga diajari manajemen keuangan, ga diajari urusan legal formal, ga diajari urusan perpajakan.

Yg sudah sekolah 12 tahun pun ga tahu apa2 tentang itu semua,
Tahunya kapan?
Ketika sudah menjalani, sudah terjatuh bangun, diinjak2 dll.

Makanya timbul stigma di masyarakat, ilmu sekolah itu ga guna, yg berguna itu ilmu pengalaman.

Ya karena sekolah tidak mengajarkan pengetahuan umum yg seharusnya kita tahu.
Contoh semua anak yg pernah sekolah pasti pernah dengar istilah aljabar, relativitas, reaksi kimia.
Tapi berapa anak sekolah yg pernah dengar istilah refinance, PTKP, dll

Banyak usaha warung dia ga punya pembukuan, namanya ga punya pembukuan dia ga tahu bisnisnya kapan untung kapan rugi, kenapa untung kenapa rugi, bagaimana menambah untung mengurangi rugi.

Kita buta hal tsb."
170,"Saya bergelut di dunia bisnis UMKM karna saya tidak berminat bekerja di sektor formal dan tidak ada satupun organisasi formal milik orang lain yg sepaham dan sepakat dengan idealisme saya. Prinsip hidup saya, jika dunia ini menolak saya maka saya akan ciptakan dunia saya sendiri yg bergerak didasarkan pada idealisme saya sendiri. Saya tidak mau dijadikan budak korporat oleh pemilik modal asing di negeri tempat kelahiran saya sendiri. Kitalah tuan rumah di negeri ini, pemilik modal asing cuma numpang. 

Jika kita hitung, jumlah pemilik modal besar (orang kaya) tidak lebih banyak dibanding pemilik modal kecil (orang miskin)...artinya, kalo hanya mengandalkan pelaku sektor bisnis lini top, maka jumlah lapangan pekerjaan akan sangat terbatas dan jumlah pengangguran akan melonjak. Karna gak mungkin tenaga kerja bisa terserap seluruhnya

Kalo industri gagal menyerap tenaga kerja, lalu masyarakat tidak mau menciptakan UMKM. Trus gimana nasib bangsa ini....apakah negara mau menanggung hidup para pengangguran? 

Percayalah, sesungguhnya Tidak ada satupun orang yg mau jadi pengangguran dan beban negara di dunia ini

Mungkin menurut sebagian orang, UMKM itu tidak bagus utk sebuah negara. Tapi lebih tidak bagus lagi jika masyarakat yg tidak terserap dunia kerja tidak mau berusaha sendiri mendirikan UMKM.
Bisa Anda bayangkan, sehancur apa negara ini jika seluruh tenaga kerja yg tidak terserap dunia kerja tidak mau banting stir ke sektor UMKM dan memilih jadi pengangguran?

Sektor industri juga butuh UMKM.
Sbg contoh, produsen Indomie juga butuh warung kelontong utk mempermudah distribusi produk mereka hingga sampai ke tangan konsumen. Andai tidak ada warung kelontong, maka produsen Indomie harus menjual sendiri produknya dan nilai investasi membuka gerai mandiri bagi perusahaan itu besar dan memberatkan pengusaha industri. Bisa anda bayangkan, berapa modal yg harus dikeluarkan utk sebuah perusahaan jika harus membuka gerai produknya sendiri? 

Oke lah ada retail seperti alfamart dan indomaret, tapi kan jumlahnya sangat sedikit dan terbatas jam operasionalnya. Bandingkan dengan warung madura yg buka nya 24 jam dan ada dimana mana.

Yg perlu bang Rey ketahui, bahwa kenyataannya sektor industri pun membutuhkan pelaku bisnis sektor informal UMKM. Itulah simbiosis mutualisme. Tidak ada satupun pelaku bisnis sektor makro yg tidak membutuhkan pelaku bisnis sektor mikro.

Andai tidak ada pedagang bisnis mikro, produsen kantong plastik / plastik kresek mau jual produknya kemana? Sedangkan retail besar sudah tidak menyediakan kantong plastik. Jika produknya tidak terjual, pastilah pabrik kantong plastik akan mengalami kesulitan dan berujung kebangkrutan. Lantas karyawan pabrik kantong plastik nasib nya gimana kalo di PHK? ... Coba pikir kembali"
171,"Pak erik tohir juga salting😅😅ngeliat perdinan sampai garuk leher,dalam hati pak erik,parah anak muda sekarang ga bisa liat yang bening"""
172,"Semoga pemerintah yg ambil adil, bisa lihat dan terbuka pintu hati nya bisa memberi kan penghargaan buat anank2 bangsa yg sudah mengharumkan nama bangsa Indonesia dan daerah nya,, bisa menjadi modal masa depan mereka sebagai pembela tanah air mengharukan negara sampai ke kancah internasional melalui olahraga sepak bola, bravo timnas❤❤
Salam dari kalimantan, tanah borneo, kalimantan Barat"
173,"Selamat ya..cell berkat kegigihanmu dan teman tiemmu kita bangga..semoga dg seperti permainan bola dlm satu tiem kita bisa belajar dari semua hal seperti dlm hal berbagi saling bantu dan menghargai satu sama lain tanpa memandang suku ras dan agama.karena sesungguhnya kita satu, satu nusa dan bangsa"
174,Aku pilih  dua duanya soalnya ganteng banget semangat timnas Indonesia 😊😊 i love you timnas Indonesia
175,Om arhan aku juga idola kamu loh nama aku Adinda nabila loh salin ke nak ya tapi aku boleh nggak minta nomor HP ya pelis om arhan🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🎉🎉🎉❤❤❤❤❤❤
176,"Siapa suka' arhan komen ya 
👇😊😊😊"
177,Anjay KK Lino semangat terus y kk❤❤❤❤
178,"Padahal banyak resiko juga main di tarkam, terutama resiko cedera.. Dari segi kelayakan lapangan, sampai terkena tackle musuh (notabene tarkam terkenal keras) itu sangat perlu dihindari..
Harusnya ada regulasi khusus bagi para pemain professional untuk perizinan bermain di tarkam, baik dari klub maupun lembaga induk (PSSI)..

Sayangnya kondisi atlet (bukan hanya sepakbola) di Indonesia kurang sejahtera dari segi finansial, makanya banyak atlet yg mau menerima tawaran tarkam demi tambahan finansial mereka.. 😢

NB : Komentar saya berlaku secara umum, terkait video ini misalkan hanya funmatch, laga amal/sejenisnya saya kurang tahu.. Karena laga amal dan sejenisnya harusnya sudah ada ketentuan dari awal untuk sekedar bermain (tanpa resiko bagi para pemain), sedangkan tarkam itu kompetitif dan cenderung keras.."
179,Emng ni dua bocah tengil bet dah😂
180,"Thailand ga cocok joget 
Udah mah sok lgi joget ny mending timnas ga si thilland udah joget tapi kalah wwkw"
181,"Pov ketika asnawi mirip sapi: weh gila ya kalian masa gw mirip sapi 
 
Tpi gw gk ngeledek 😊"
182,"Rafael struik ❌
Rafael listrik ✅"
183,"Gini lo, sebenernya semua pemain Argentina bisa melakukan skill skill keren, tapi mereka memilih untuk main biasa saja wkwkwk."
184,"Justru karena Marselino terlalu lama kuasai bola akhirnya menghambat pergerakan guna penyerangan ke gawang Argentina. 
Main bola itu dgn satu tujuan gol, bukan malah egois dan jual diri didepan publik ☝️👎👎👎👎"
185,"Liga indonesia harus bangkit,buang jauh jauh hal korupsi..."
186,"Siapa pelaku kanjuruhan, apakah sudah di hukum, inget sepak bola jd inget kanjuruhan, rip"
187,"Gaya bermain seperti Iniesta ,,semoga saja bisa bermain eropa mengingat umurnya masih 18 tahun"
188,saya bangga dengan tim nas ketika melihat pertandingan ini pasti tim argentina berfikir tim nas bukan tim sembarangan
189,"Apakah bg windah basudara itu spiderman?,oooomagaaaaaaaaa😮😫"
190,PLOTWIST NYA TERNYATA ADA 3 SPIDERMAN😱😱😱😱😱😱
191,"sampe sekarang gw masih keinget jambul nya miles, Bjir lah fak kata gw teh. 😢"
192,"Bang windah coba main call of duty infinite warfare, kayanya bakalan seru deh, btw sukses terus bang🙌"
193,"Ya mungkin jangan muntah depan kamera lah bang😅, kasihan bocil bocil yang lagi makan trus liat lu kek gitu🗿"
194,"Meski aku pencinta game hororr, bang windah main game simulator ternyata seru juga ak ketagihan nontonnn😆, bang windah main game apa aja seru soalnya bang windah humble bgt org nya, yang pnting senyaman nya bang windah aja main game apa 🎉"
195,"bangg akuu hanyaa bocill simulatorr bukan bocil horror karna aku masi 3 tahun mama aku melarang aku untuk menonton yang seram""😢"
196,"Banyak banget yang bohong demi jadi moderator wkwkwk, fomo cil😂"
197,Bang jangan sedih. Sebagai bocil kehidupan gua support selalu channel lu bang❤🥲🥲🥲🥺🥺🥺😢😢😢😫🤧🤧😿😿😿🎃🎃🤜🙆💆🥷🌹🌹🐭🐰🐾🪖🪖
198,"Bang makasih ya vidio lu selalu menghibur ketika gw lagi sakit lah atau apalah gw kenal lu pas masih kelas 2 sekarang ga kerasa ya udh kelas 5 gw ada pesan untuk lu bang Semoga bg windah sehat selalu aminn,semoga bang windah sukses,semoga subscribe nya nambah banyak aminn"
199,"Dari lala dan mazaya kita bisa belajar bahwa anak memiliki kehebatan di bidang ilmu masing-masing, jadi ayolah sebagai orang tua dukung minat dan bakat anak, biarkan anak memilih apa yang mereka sukai, biarkan anak mengembangkan bakat mereka beri mereka ruang untuk beradaptasi dengan dengan diri mereka sendiri, jangan pernah sekalipun mengengkang mereka memaksa mereka untuk menuruti pilihan  orang tua, biarkan mereka memilih jalan mereka masing-masing☺🙌🏻"
200,"lala pintar banget nanti aku mau jadi dia ahhh hehehe 
aku boleh matematika"
201,Aku gak suka sama mazaya🤢🤢🤢🤢🤢🤮🤮🤮🤮🤮🤮
202,MasyaAllah anak2 pinter bgt🩷 ini bner2 menghibur. Kalian hebat🥰
203,"kurang suka sama sikap mazaya sombong dan nantang bgt gasopan lagi, nantang nantang ""lebih susah dong"" giliran pas susah bilang ""jangan banyak komplain deh"" kan ngeselin next cari yang sopan om boy jgn yang kaya mazaya😒"
204,"Sumpah, baru nonton ini kocaaak bingitz … Lala aja emosi ama Marcel 🤣🤣 Kiky & Marcel bisa bawa emosi Lala wkwkwkkk"
205,"Punch line nya di bagian masuk surga bawa timnya dan kalau masuk surga harus meninggal dulu, ngakak habis sampai keluar air mata 😂"
206,"Plis dong yang nonton jangan dipotong2 trus masukin TT pake part2, kasian tau yang punya konten asli jadi view nya dikit. Sedangkan di TT viewnya jutaan😢 miris bgt ama netijen Indonesia"
207,"Adek gua indigo dari kecill tp ga prnh ngaku indigo smpe skrg umur 19thn,dari kecil smpe skrg sering liat bgtuan tp pas d tanya ga mau d jwb . Wktu msih bocah krn adeku org nya sakit2 tan tiap lagi kambuh sllu ketakutan liat sudut2 rumah tp stiap d tanya ga mau jwb cuma geleng2 doang.smpe skrg dewasaq prnh bbrp x gua pergokin adeku kek org ketakutan tp stiap d tanya ga prnh liat apa2. Pdhl sm kyai,ustad bhkan org pinter di desaku pd blg klo adeku bisa liat mhluk tak kasat mata,apa lg stiap skit nya kambuh  klihatan bgt ga mau liat pjok2 sudut rumah sm jendela2 . Tp dr msh bch smpe skrg ga prnh blg indigo stiap d tqnya prnh ga liat sesuatu kek gtu jwb nya sllu ga prnh . D tmbah adeku org nya pendiem . Jd aneh aja klo ada org dewasa anak muda tua anak2 d blg indigo atauu mlh ngaku2 sndri dia indigo . Krn indigo yg asli biasa nya ga mau ngaku dan cenderung ttup rapat2 🤣🤣🤣🤣
Bulan kmren adeku lg tdrn d kamar,jendelanya d ketuk2 pas d buka adeku lari ke ruang tamu sambil teriak mama mama mama smbil ketakutan,pas d tanya jwb nya gpp doang ga lama tetanggaku msuk smbil ketakutan katamya liat kunti terbang d atas rumah ku pas adeku lg triak2 mama,tuh kunti lewat d atas rumah tetangga liat jlas,tp pas adeku d tanya jwbn nya ga knp2 . Itu udh dr bayi smpe skrg tiap ketakutan sllu d tanya geleng2 doang . Jd aneh aja sih klo ada anak indigo terang2 ngan 😅😅"
208,"Lala adalah putri yg sangat membanggakan & mengangkat derajat orang tuanya
Bismillah tetap jadi anak yg hebat ya nak, Aaamiiin.
oh ya maaf saya mau tanya, saya kan jg buat youtube, sucriber sy masih 14 orang, tp salah satu video saya sdh ada yg dapat iklan krn yg nonton 3,9rb, maaf saya mau tanya apakah dgn adanya iklan saya sdh dapat gajian dr youtube, maaf mohon ilmunya krn saya gak tau, trimakasih sebelumnya"
209,"Banyak yg tanya keadaan nya gimana? Udah saya cari tau kalo orang yg berada di video itu abaik"" aja,udah saya cek komentar juga dia baik"" aja dan sungai tersebut tidak tinggi jadi untuk keadaan nya masih aman"" aja, lagian kalo semisal nya itu sampai merenggut nyawa pastinya udah tranding malah bisa jadi bisa masuk berita juga, terus juga saya sudah terangkan di deskripsi bahwasanya video"" di Chanel ini buat hiburan semata aja,saya juga ketika membuat konten pastinya saya pikirkan lagi mana yg pantas dan mana yg tidak, apabila suka dengan konten"" saya ya Alhamdulillah kalo gak suka dengan konten"" saya silahkan bisa di skip aja ya,jadi gak usah di bawa serius ges ya, semoga komentar ini bisa membantu 🙂"
210,DAMN BRO DIA COOKING🥶🥶🥶
211,Minecraft paling sering dijadiin meme 🗿
212,Absurd banget njir😂😂
213,"Saya tidak ingin melakukan mewing,saya hanya ingin tau dimana letak lidah yang benar saat kita beristirhat,saya terkadang bingung sendiri kalo lagi gabutt,sebenernya lidah kita diciptakan untuk taruh dimana,di bawah atau di atas langit-langit mulut?tolong penjelasannya yang terbaik dok,supaya saya lebih yakin menaruh lidah dimana,untuk keehatan tubuh saya&yang paling penting untuk penampilan saya"
214,Mending gua pasang behel dari pada mewing yang ujung² nya bikin muka kotak kya adudu 🗿
215,siapa yang ava nya dulu laya 2022😥jadi kangen😭🥹
216,Ava ya cantik banget kak 🤗🤗
217,"kak dhiraa bikin yg 2025-2021 nya donk 😊😊❤❤

selalu happy deh nonton youtub nya kk dhira love you kak dhira❤❤"
